Distancia_Casa;Distancia_Ultima_Transacao;Valor_Transação;Mesmo_Varejista;Cartao_Credito_Fisico;Utilizando_Senha;Pedido_Online;Fraude
5.849328823;0.665940963;1758.06;1;1;0;1;0
5.447853422;6.149560562;361.88;1;1;0;1;0
202.6055299;4.570907904;45.5;1;0;1;0;0
32.13210718;1.637207242;1505.14;1;0;1;1;0
3.975165027;0.344431559;3120.61;1;1;0;0;0
0.35538839;16.64214577;546.9;0;1;0;1;0
7.636970989;3.655578637;75.23;1;0;0;0;0
2.36430103;0.208198191;243.18;1;0;0;1;0
14.88027622;1.16702984;849.81;1;0;0;1;0
2.641060972;0.032414943;890.03;1;1;0;1;0
1.768476462;0.042699944;1573.48;0;0;0;1;0
4.418354773;0.688148486;494.89;1;1;0;0;0
7.248314441;8.167660936;501.12;1;0;0;0;0
2.365703511;0.033792908;261.98;1;0;0;1;0
3.7205765;3.24168766;1692.09;1;1;0;0;0
10.20840135;1.420116036;542.04;1;1;0;1;0
8.649740151;3.114801903;136.56;1;1;0;0;0
1.44925129;7.958904258;1443.45;0;0;0;0;0
2.448458719;0.13131197;1091.44;1;0;0;1;0
19.15186466;5.226606443;335.61;1;0;1;1;0
0.997711902;0.623270959;445.05;0;0;0;0;0
19.50208422;0.253022424;4423.26;1;0;0;1;1
10.89956095;0.53639978;300.53;1;0;0;1;0
6.543695437;0.337718507;1240.88;1;1;0;0;0
0.332626633;0.150767316;696.52;0;1;0;0;0
33.82041561;1.296222641;4381.54;1;0;0;1;1
20.290257;3.83570631;1574.3;1;0;0;0;0
7.836843386;1.168428631;1544.65;1;0;0;0;0
1.648727042;13.29650176;6476.16;0;1;0;1;1
7.801903182;22.87137449;719.22;1;1;0;1;0
0.371229867;0.121845682;2470.97;0;0;0;1;0
3.251830144;9.385764888;1824.37;1;0;0;0;0
66.4219506;0.341986355;204.22;1;0;0;0;0
7.431660733;0.079565773;618.9;1;0;0;1;0
2.075210369;1.233400534;627.59;1;0;1;1;0
18.67477969;0.01302064;209.51;1;1;0;1;0
6.586039176;1.045795216;972.82;1;0;0;0;0
7.531527536;0.577456895;4945.62;1;1;0;1;1
0.487598936;0.053935414;4598.62;0;1;0;0;0
3.560456668;1.107135219;623.07;1;0;0;1;0
2.528756768;0.139160788;393.6;1;0;0;0;0
24.54460102;0.632659918;1563.49;1;0;0;1;0
28.0713943;0.161153804;196.22;1;1;0;1;0
3.674169461;9.067307427;2226.58;1;0;0;1;0
39.20679097;7.384342144;396.33;1;0;0;1;0
20.24414871;0.818169079;573.91;1;0;0;1;0
12.92222436;0.37729416;328.17;1;0;0;1;0
5.266791346;2.019258083;542.23;1;0;0;1;0
1.668092921;1.554535033;1313.75;0;1;1;1;0
12.3957584;3.351052876;2784.41;1;0;0;0;0
9.295281664;2.193899805;2870.72;1;0;0;1;0
5.707857021;0.727931631;1083.95;1;0;0;1;0
5.672790306;96.89237462;1350.89;1;0;0;1;1
7.948634448;5.244379458;333.99;1;0;0;1;0
4.996790096;0.229703721;996.27;1;0;0;1;0
27.2654971;0.827571543;4646.94;1;0;0;1;1
40.60091394;6.630044926;365.75;1;1;0;1;0
6.960606141;0.20657682;424.36;1;1;0;0;0
14.39113226;0.677661519;659.66;1;0;0;1;0
3.862463021;0.410765474;507.24;1;0;0;0;0
118.282913;0.453803204;207.05;1;0;0;1;1
2.695693752;0.294896263;432.63;1;0;1;1;0
0.860733295;6.230843564;485.18;0;1;0;0;0
14.63277752;0.968449572;193.97;1;1;0;0;0
114.0120327;5.067619095;247.18;1;0;0;1;1
37.87798243;14.0494274;1885.08;1;0;0;1;0
20.63269504;3.912621999;623.98;1;0;0;1;0
40.28939776;13.26001792;3438.44;1;0;0;0;0
1.393649064;0.19876753;193.61;0;0;0;0;0
23.48835847;0.337461642;1616.28;1;0;0;1;0
11.64203049;2.591961119;906.58;1;0;0;0;0
1.442615208;0.836474672;655.14;0;0;1;0;0
46.70509353;1.519055828;1438.98;1;1;0;1;0
2.279628422;0.419220209;304.81;1;0;0;1;0
21.09094245;91.48504677;670.98;1;0;0;0;0
18.94539614;1.231167855;177.85;1;1;0;0;0
15.83172233;12.24529569;617.84;1;0;0;1;0
0.534490043;0.274173206;1099.55;0;1;0;0;0
3.034674239;0.086657597;387.76;1;1;0;1;0
74.99814476;0.405472154;419.02;1;1;0;1;0
7.522186676;0.237360403;1198.01;1;0;0;0;0
18.39478985;2.88120816;530.66;1;0;0;1;0
0.973539124;0.536958713;449.45;0;0;1;0;0
5.861575355;1.321163869;4050.73;1;0;0;1;1
4.304816783;9.064543133;3050.96;1;1;0;1;0
5.019045211;1.909715322;1165.94;1;1;0;0;0
1.802383629;2.151307938;5559.55;0;1;0;0;0
3.020848762;2.182093681;491.98;1;1;1;1;0
5.00579008;0.755610381;830.77;1;0;0;0;0
33.42442606;1.652037071;15109.9;1;1;1;1;0
30.10077966;0.598759144;1547.66;1;0;0;0;0
2.505057292;0.664506196;642.67;1;0;0;1;0
10.58520878;3.298889226;702.82;1;0;1;0;0
10.1355344;8.339680273;4068.45;1;1;0;0;0
24.45688372;2.231596543;2445.64;1;0;0;1;0
2.500844927;0.834556532;2014.28;1;1;0;1;0
17.67547654;0.391381961;3786.66;1;1;0;1;0
79.77858993;0.293252601;263.23;1;1;0;1;0
2.682946797;0.18500618;584.79;1;1;0;0;0
21.97985375;0.002000901;1106.15;1;0;0;1;0
32.15467511;1.646127687;774.39;1;0;0;0;0
1.229877093;2.176942174;3416.96;0;0;1;1;0
101.3490074;12.27225367;2323.41;1;1;0;1;0
16.8044468;0.245969562;3479.72;1;0;0;0;0
4.641618754;2.770435868;3029.18;1;0;1;0;0
2.00894157;1.089114995;2874.54;1;0;0;1;0
6.568909962;9.23724618;388.18;1;1;0;1;0
3.91878948;1.133153049;2262.9;1;1;0;1;0
21.98059127;2.044496094;1176.42;1;0;0;0;0
8.35790733;0.918348177;948.71;1;0;0;1;0
1.347233156;54.05474188;547.87;0;0;0;1;1
4.299048095;0.180224055;400.92;1;1;0;1;0
133.1660602;2.630720758;1163.16;1;0;0;1;1
6.588700382;0.186258612;203.92;1;0;0;1;0
9.380743407;0.147759087;3067.9;1;0;0;1;0
51.94096325;0.581323301;368.59;1;0;0;0;0
14.20600077;3.763472274;394.53;1;0;0;1;0
2.121269013;44.08515807;307.53;1;0;0;0;0
22.06152408;1.089542385;243.29;1;0;0;0;0
0.787856102;18.38092763;1164.15;0;0;0;1;0
3.879370054;0.144642614;32.65;1;0;1;1;0
7.850018596;4.861205096;103.86;1;0;0;0;0
5.011488256;0.787067206;207.02;1;0;0;1;0
109.1083992;6.019209083;3230.58;1;0;0;0;0
1.818079464;2.349708196;1658.57;0;0;0;0;0
1.215723457;0.271002007;2377.47;0;0;0;0;0
57.00132314;0.134376563;2504.67;1;1;0;0;0
9.366050382;0.083405121;1170.03;1;0;0;1;0
10.69618611;0.497864747;1619.1;1;0;0;1;0
7.743439137;0.320297313;82.45;1;1;0;0;0
51.58697904;1.401508361;1319.28;1;1;0;0;0
44.81655285;0.437276176;800.57;1;1;0;1;0
33.67403448;5.259445078;702.02;1;1;0;1;0
13.74407696;0.070212127;257;1;0;0;1;0
21.32477954;15.2481329;514.68;1;0;0;1;0
25.63540257;0.073146261;746.7;1;1;0;1;0
12.82936748;9.67923859;874.44;1;0;0;1;0
4.473859526;26.75412986;2623.15;1;1;0;0;0
0.438287964;32.30097546;225.15;0;0;1;1;0
62.78519501;1.316659268;144.16;1;1;0;0;0
23.45254791;21.43757545;568.27;1;0;0;1;0
11.80233248;11.70983488;1199.3;1;0;0;0;0
40.37200476;0.11638972;1974.56;1;0;0;1;0
209.889867;0.854451809;497.33;1;0;0;0;0
3.248708499;0.011963022;889.19;1;0;0;1;0
25.12265352;0.741655458;119.27;1;0;0;1;0
5.339577507;2.606574774;2224.28;1;0;0;1;0
40.15289138;0.266028788;2111.61;1;0;0;1;0
2.098856154;4.539572637;14466.78;1;1;0;0;0
2.434490869;8.615379979;1683.6;1;0;0;0;0
3.047676141;0.829744256;7350.06;1;1;0;0;0
11.74776978;1.676404425;233.74;1;1;0;1;0
5.166370163;1.133794038;484.5;1;0;1;0;0
5.306429044;0.381839686;567.94;1;1;0;0;0
4.379520508;0.171361279;3147.75;1;1;0;1;0
71.02803075;2.121376403;1014.91;1;1;0;0;0
25.95242362;0.095004149;914.83;1;0;0;1;0
1.122028796;6.352320005;823.76;0;0;0;1;0
4.954472689;0.188594869;1407.45;1;1;0;0;0
2.674554394;0.290738505;917.28;1;1;0;1;0
8.081007399;2.194780209;2482.89;1;1;0;1;0
5.466360744;0.217661888;411.7;1;1;0;1;0
74.24748531;18.33926605;6524.77;1;1;0;1;1
8.516718805;4.199456314;237.02;1;0;1;1;0
137.7812582;0.820196163;1059.34;1;0;0;1;1
33.16571968;0.087598749;415.54;1;0;0;1;0
8.172598585;0.666545857;600.66;1;1;0;0;0
5.605990348;0.623596101;560.32;1;0;0;0;0
6.739632202;0.255256079;581.67;1;0;0;0;0
17.95666631;0.674293234;4660.55;1;0;0;1;1
2.33965668;0.409833009;1876.43;1;0;0;1;0
76.52434362;0.353901862;521.54;1;1;0;0;0
8.897424661;10.35514679;3487.84;1;0;0;1;0
6.388425863;3.816064361;536.2;1;0;0;1;0
27.04334863;24.31480833;229.74;1;0;0;1;0
86.35539272;3.058089641;1656.75;1;0;0;1;0
13.70381013;0.870367002;4816.49;1;0;0;1;1
4.316729286;1.263781331;954.33;1;0;0;1;0
5.595445506;0.504646208;4660.89;1;0;0;1;1
1.091773368;47.03807809;819.69;0;0;0;1;0
18.67698365;0.483379525;221.07;1;0;0;0;0
81.94974737;0.177436561;2293.7;1;0;1;0;0
8.553369332;3.16875898;2849.04;1;0;0;0;0
6.369332546;0.492422768;2620.61;1;0;0;1;0
161.5989246;1.80255765;3482.45;1;1;0;1;0
12.58482326;0.221865381;544.75;1;1;0;0;0
12.11480986;2.746734103;436.76;1;0;0;0;0
28.72420067;0.713667225;559.76;1;0;0;1;0
10.38371834;4.923097192;506.96;1;0;0;1;0
93.11581824;44.26094035;3000.12;1;0;0;1;0
422.9178481;0.069065391;5225.56;1;1;0;0;1
27.30858712;1.812076805;390.33;1;1;0;1;0
2.929404799;4.438099475;978.96;1;1;0;1;0
2.444726479;10.54411582;1755.78;1;0;1;0;0
2.053093736;0.651610065;2103.1;1;0;0;1;0
2.222858583;0.365054151;360.69;1;0;0;1;0
9.805240447;0.596261612;3078.18;1;1;1;1;0
1.088616968;0.428072527;283.18;0;0;0;1;0
33.20470766;7.645245948;817.36;1;1;1;0;0
19.52590455;0.076586892;1917.31;1;0;0;0;0
10.51004483;0.283988491;472.75;1;0;0;0;0
38.87798732;0.988633581;998.11;1;0;0;1;0
51.31322908;5.689966348;318.74;1;0;0;0;0
9.029858497;0.175781585;545.49;1;0;0;0;0
17.01430947;2.119833586;1880.02;1;0;0;1;0
22.0003121;0.838340497;2311.49;1;0;0;1;0
39.33409607;40.4889702;658.39;1;0;0;0;0
14.29233623;1.8175945;1577.66;1;1;0;1;0
40.57474793;0.130628793;4044.2;1;0;0;1;1
112.9220936;6.759758217;202.65;1;0;0;1;1
17.43569505;0.076986505;1235.48;1;0;0;1;0
10.32778798;2.523414544;226.76;1;0;0;1;0
1.7393151;0.349666136;401.7;0;0;0;0;0
11.09405879;0.096669002;304.55;1;0;0;1;0
3.833935197;5.165471932;1061.54;1;0;0;1;0
33.14057433;0.660951487;422.97;1;1;0;1;0
17.36272296;0.290788514;420.69;1;0;0;0;0
9.341080146;5.747177945;986.6;1;1;0;1;0
6.362418748;0.995841974;745.4;1;0;1;0;0
5.104376336;2.991465737;1592.7;1;0;0;1;0
0.791056384;0.969865332;1736.44;0;0;1;0;0
0.988470321;2.582334845;804.24;0;1;1;1;0
17.23118784;0.948053753;2957.32;1;0;1;1;0
22.53181066;0.258370064;1664.98;1;0;1;0;0
2.549604353;0.92507178;332.98;1;0;0;1;0
114.3919017;1.374605654;331.96;1;0;0;1;1
0.917644234;3.953669779;1032.76;0;0;1;0;0
19.89256182;13.40602845;413.62;1;0;0;0;0
4.155438038;2.13488826;1290;1;0;0;1;0
27.99980555;1.267497567;2808.73;1;1;0;0;0
16.7803608;3.045074807;876.91;1;0;0;1;0
11.41983398;0.095596976;219.62;1;0;0;1;0
15.74325779;11.59652623;405.85;1;0;0;1;0
4.222019234;1.620399396;5971.71;1;0;0;1;1
21.03918227;0.170662097;917.58;1;1;0;1;0
58.1620471;0.088855601;852.82;1;1;0;1;0
0.062543024;0.11893739;1194.99;0;0;0;0;0
3.813274309;0.34815984;594.15;1;0;1;1;0
0.361828126;1.608549416;388.15;0;1;0;1;0
23.39737834;0.040370603;2373.32;1;1;0;1;0
46.61659044;8.075144864;432.54;1;0;0;1;0
9.739035796;0.252656989;153.48;1;0;0;1;0
18.45015143;0.906806173;2670.1;1;1;0;0;0
61.80071409;0.126068637;579.95;1;0;0;1;0
28.86882056;7.250923774;506.22;1;0;0;0;0
22.32792453;1.57982386;784.14;1;0;0;0;0
2.926124028;1.978720166;642.24;1;0;0;0;0
7.194209837;0.43628285;375.16;1;0;1;1;0
3.790656346;0.93762295;859.97;1;0;0;1;0
1.566892305;0.237349596;305.62;0;0;0;1;0
0.880630244;0.568203147;5013.01;0;1;0;0;0
7.156251282;0.58714808;1307.27;1;1;0;0;0
8.734151075;3.566307602;395.5;1;1;0;1;0
3.814296613;6.406466797;711.44;1;0;0;1;0
37.28601836;0.749375819;622.22;1;1;0;1;0
21.14850685;0.422317725;29.09;1;1;1;1;0
0.412181391;0.727705193;686.89;0;0;1;0;0
1.302324085;1.134233158;488.09;0;0;0;0;0
3.540648813;0.095745452;914.74;1;0;0;1;0
27.38788919;0.072696996;1555.9;1;1;0;1;0
16.0377527;0.004500759;214.05;1;0;0;1;0
50.88311087;2.62784496;1995.8;1;1;0;0;0
16.65788053;17.52287629;157.74;1;1;0;1;0
1.237585386;1.090706707;974.95;0;0;0;1;0
325.934019;0.551267265;2314.11;1;0;0;1;1
13.22116673;0.04928602;10086.3;1;0;1;0;0
5.863440198;23.99628569;891.87;1;0;0;1;0
8.233935082;0.454333561;962.44;1;0;0;1;0
4.523968796;27.05194949;307.51;1;0;0;1;0
2.706380431;0.437846289;717.71;1;0;0;0;0
0.669036678;1.045481175;1076.79;0;0;0;0;0
112.6296823;0.231487164;127.05;1;1;0;1;0
13.52418401;2.299115782;3597.56;1;0;0;1;0
2.041525847;1.402596778;1131.96;1;1;0;0;0
61.81596751;3.510553281;888.85;1;0;0;1;0
42.63708956;0.568233899;621.91;1;1;0;1;0
9.060352429;1.088364813;580.06;1;0;0;0;0
142.6488318;0.28039591;6865.19;1;0;0;1;1
33.42173967;0.493087677;2283.69;1;0;0;0;0
16.92601388;5.601617429;1437.19;1;0;0;1;0
6.342377398;3.066193268;334.9;1;0;1;0;0
5.283131263;0.048629525;2621.8;1;1;0;1;0
3.0156307;0.773188395;794.2;1;0;0;1;0
3.473961819;0.197531618;2480.47;1;0;0;0;0
8.287896541;0.290988555;8894.83;1;0;0;1;1
28.83836718;3.558221799;590.57;1;0;0;0;0
3.989571551;0.236990463;284.27;1;0;0;0;0
17.13443865;1.37116849;285.75;1;0;0;1;0
5.813408213;0.627845625;758.74;1;0;0;0;0
8.657596695;2.57754297;1050.34;1;1;0;1;0
65.50457835;2.387558865;154.12;1;0;0;0;0
1.262497649;4.574993449;939.51;0;1;0;0;0
12.33154436;0.190993912;1220.6;1;0;0;1;0
19.73735478;160.7091037;1528.5;1;0;0;0;0
107.217819;1.104133695;1029.37;1;1;0;0;0
11.15660965;3.58732363;1395.78;1;0;0;1;0
5.773834517;0.195180091;298.83;1;1;0;0;0
3.979582124;16.16449139;1590.76;1;0;0;0;0
2.314039544;2.21510724;456.87;1;0;0;0;0
1.079782995;4.412805664;1008.09;0;1;0;1;0
0.948843303;1.269208115;3872.66;0;1;0;1;0
5.104058662;0.408506773;1620.98;1;0;0;1;0
1.408085079;7.220457237;426.9;0;0;0;0;0
25.39733334;0.009204878;469.5;1;1;0;1;0
4.270057198;0.096881769;407.78;1;1;0;1;0
31.95978437;5.661240341;640.77;1;0;0;0;0
5.193947356;1.760732281;137.29;1;0;0;1;0
4.161418865;0.413270099;589.02;1;1;0;0;0
0.622066965;0.363925498;1016.28;0;0;1;0;0
3.015114348;0.467984546;1013.14;1;0;0;1;0
0.828685607;1.606148197;1041.57;0;0;0;1;0
4.27558786;15.30260098;259.03;1;0;1;0;0
14.52717059;0.279614069;5618.65;1;0;0;1;1
3.142697512;12.49516471;1235.38;1;0;0;1;0
0.814825841;0.00446854;198.74;0;0;0;1;0
6.337638251;10.56430905;3843.38;1;0;0;0;0
0.606938362;0.368430968;399.46;0;1;0;1;0
52.24419962;3.007821453;1013.35;1;0;0;1;0
4.142895979;9.409685896;457.35;1;1;0;1;0
2.362369927;12.8788183;506.76;1;1;0;0;0
11.79702071;0.278367;5113.38;1;0;0;1;1
14.69261005;3.178564062;193.9;1;0;0;1;0
72.37822837;0.613434954;240.05;1;1;0;1;0
23.64677021;0.078434997;282.46;1;1;0;0;0
15.0688768;0.128516119;233.41;1;1;0;0;0
27.31867931;0.322597357;555.94;1;1;0;1;0
37.65988058;1.188685513;973.02;1;0;0;1;0
9.769750564;0.466819549;931.92;1;0;1;1;0
25.96280423;3.589130269;244.62;1;0;0;1;0
5.509280494;2.39571344;703.74;1;0;0;0;0
24.3089069;0.345844628;3566.81;1;0;0;1;0
2.298969103;0.239496478;296.12;1;0;0;1;0
36.43492207;0.089898042;90.39;1;0;0;1;0
1.507509335;0.321419462;1601.5;0;1;0;1;0
10.68238459;0.865716965;2344.04;1;0;0;0;0
3.595692549;4.653237876;4587.21;1;0;0;1;1
75.35306112;7.596813042;345.51;1;0;0;1;0
196.5842066;0.03805621;624.62;1;0;0;1;1
10.25792631;7.36958044;4152.66;1;0;0;0;0
10.52045488;0.48436337;4632.62;1;0;0;0;0
1.745109217;1.279414458;690.5;0;0;0;1;0
11.10716399;8.494541082;1450.68;1;0;0;1;0
3.372544319;1.418641347;729.16;1;1;0;0;0
3.23502369;0.279014753;1364.62;1;0;0;1;0
25.14811332;0.138158816;87.35;1;1;1;0;0
106.8122434;0.499816585;513.34;1;0;0;0;0
8.570351462;1.380918035;1230.4;1;0;0;1;0
2.136591568;8.731456788;595.59;1;0;0;0;0
6.313594711;1.422369477;723.86;1;1;0;0;0
54.14429543;0.345837352;149.19;1;0;0;1;0
13.68654093;2.114182175;151.62;1;0;1;1;0
4.628914325;15.95146355;991.37;1;0;0;0;0
1.606814702;2.083470289;301.91;0;0;0;0;0
0.099709945;7.125528199;754.61;0;1;0;0;0
31.19185581;0.148084933;142.78;1;0;0;1;0
24.15492128;12.46087822;554.32;1;0;1;0;0
3.931753868;0.120914484;153.79;1;0;0;1;0
23.05117317;0.836254498;2776.85;1;0;0;1;0
3.007295505;0.332054918;660.45;1;0;0;1;0
3.674367636;5.360658772;878.96;1;0;0;0;0
6.264030139;0.109892034;3678.56;1;0;0;1;0
26.89769033;1.52643195;2437.34;1;0;0;1;0
14.12030437;0.962359615;2347.05;1;0;0;1;0
35.81559023;0.267255405;287.99;1;1;1;1;0
24.59104325;1.819304442;1293.94;1;0;0;0;0
43.42704009;0.769141889;842.99;1;0;0;0;0
15.52216143;0.308952148;4080.89;1;1;0;0;0
1.05271327;0.906354043;532.57;0;0;0;1;0
22.93052998;2.697377196;6265.09;1;1;0;0;0
3.864152083;1.175617499;1260.34;1;0;0;0;0
10.55851197;5.282974049;938.78;1;1;0;1;0
4.22639102;0.38559218;264.52;1;1;0;1;0
14.66371157;0.420214915;847.31;1;1;0;1;0
15.09299299;0.866084246;336.69;1;0;0;1;0
10.63095169;0.018094639;4781.38;1;1;0;1;1
2.925748961;9.439899391;2244.1;1;0;1;1;0
18.19813357;0.583060911;331.36;1;1;0;0;0
0.881994229;0.668254119;322.57;0;0;1;1;0
7.664480539;0.245324671;4998.84;1;0;0;0;0
24.08582933;29.06264176;940.41;1;1;0;1;0
18.56943942;0.207297319;453.51;1;1;1;1;0
4.365364856;2.435032982;1630.14;1;0;0;1;0
141.0352691;0.674507865;12797.71;1;0;0;1;1
5.322401057;0.141798543;661.25;1;0;0;0;0
2.980467723;0.920639367;102.35;1;0;1;1;0
8.151603761;3.071894248;923.23;1;0;0;0;0
14.37370443;0.833863336;1331.1;1;1;1;1;0
45.6766373;0.099675847;398.53;1;0;0;1;0
26.6199929;0.100250554;1640.65;1;1;0;1;0
75.08017291;0.38061147;1998.98;1;1;0;1;0
26.68322201;1.37585513;2091.67;1;0;0;0;0
12.83491462;0.99962449;5668.28;1;0;0;1;1
5.811320135;2.40043259;1014.74;1;1;1;0;0
39.67706398;0.64336324;510.28;1;1;0;0;0
12.43711584;0.794128247;1164.36;1;0;0;0;0
3.618189005;0.25866234;2015.05;1;1;0;1;0
73.24928263;5.557339415;1280.49;1;1;0;1;0
15.65229585;0.33508943;522.76;1;1;0;1;0
35.53473837;0.229460723;5368.31;1;1;0;0;0
70.89255241;0.172410341;2132.05;1;1;0;1;0
32.50086177;0.427251009;3233.04;1;1;0;1;0
6.364963893;0.60136301;7399.01;1;1;0;1;1
8.073064784;0.614989913;77.81;1;0;0;1;0
96.0802493;13.81441734;807.47;1;1;1;1;0
10.00793574;4.751151563;377.99;1;0;1;0;0
77.59208621;0.023179356;2777.24;1;1;0;1;0
15.58844107;3.542990258;5915.19;1;0;0;1;1
5.011522996;16.47071298;2243.52;1;1;0;1;0
0.970978462;3.217218847;6078.2;0;1;1;1;0
18.54363161;0.245783147;272.99;1;0;1;0;0
27.68314512;47.35089593;3116.27;1;1;0;1;0
1.358730464;1.885865719;932.69;0;1;1;0;0
6.291492572;0.200969858;844.64;1;1;0;1;0
26.01317816;1.379169911;2657.99;1;0;0;0;0
5.116716227;6.246597831;340.75;1;0;0;1;0
1.361473086;0.294273211;326.58;0;1;0;1;0
9.348301246;0.263143232;651.19;1;0;0;0;0
2.162057291;5.655185634;2236.65;1;0;0;0;0
20.72006891;0.030594504;5854.58;1;0;0;1;1
12.41854164;1.138466214;2794.2;1;0;0;1;0
9.126656423;0.139185663;886.29;1;0;0;0;0
6.650960069;0.144599319;1318.61;1;0;0;0;0
34.70399772;0.291520488;956.33;1;0;0;1;0
16.90650746;0.249091587;223.01;1;0;0;1;0
3.830398169;0.182330809;540.2;1;0;0;0;0
14.12232683;1.945667516;543.78;1;0;0;0;0
11.24778086;0.533746877;4047.69;1;1;0;0;0
7.966292131;8.447260057;681.72;1;0;0;0;0
10.05890468;31.53466462;129.23;1;0;0;1;0
47.43481663;0.859128148;160.91;1;0;0;1;0
7.862186036;0.238023435;14325.59;1;1;0;0;0
3.845453795;1.724140177;575.85;1;0;0;1;0
1.60458758;0.07924983;1560.19;0;1;0;1;0
47.09300325;1.338366098;3275.71;1;0;0;0;0
9.906294659;0.055275688;293.06;1;1;1;1;0
13.59741836;0.982098566;594.1;1;0;0;0;0
7.896974901;0.057222538;765.98;1;1;1;1;0
12.98132677;1.88416426;328.12;1;1;0;1;0
15.16107845;1.2518275;244.78;1;0;0;0;0
6.099410204;0.003362298;409.98;1;0;0;0;0
20.22383605;0.336265094;301.4;1;0;0;1;0
18.04141593;3.929980571;679.06;1;1;0;1;0
